8	0
9	0
16	0
17	0
20	0
21	0
26	0
27	0
28	0
29	0
34	0
35	0
39	0
40	0
60	0
61	0
62	0
63	0
64	0
65	0
67	0
68	0
73	0
74	0
76	0
77	0
85	0
86	0
89	0
90	0
95	0
96	0
105	0
106	0
115	0
116	0
118	0
119	0
124	0
125	0
126	0
127	0
129	0
130	0
135	0
136	0
140	0
141	0
145	0
146	0
149	0
150	0
155	0
159	0
165	0
170	0
171	0
175	0
176	0
180	0
185	0
188	0
189	0
190	0
191	0
192	0
195	0
196	0
198	0
199	0
205	0
206	0
207	0
208	0
209	0
210	0
213	0
214	0
222	0
223	0
228	0
232	0
234	0
259	0
267	0
268	0
280	0
281	0
282	0
285	0
286	0
287	0
288	0
291	0
292	0
294	0
308	0
309	0
310	0
316	0
318	0
319	0
320	0
322	0
323	0
325	0
326	0
327	0
328	0
329	0
330	0
331	0
332	0
333	0
342	0
345	0
347	0
349	0
350	0
354	0
359	0
360	0
362	0
363	0
364	0
365	0
367	0
368	0
369	0
371	0
372	0
375	0
376	0
378	0
379	0
380	0
388	0
390	0
396	0
398	0
399	0
401	0
402	0
403	0
404	0
405	0
408	0
410	0
411	0
412	0
414	0
421	0
422	0
423	0
426	0
427	0
430	0
431	0
436	0
438	0
441	0
442	0
444	0
458	0
459	0
461	0
462	0
463	0
464	0
466	0
469	0
470	0
479	0
481	0
482	0
483	0
484	0
488	0
489	0
491	0
492	0
494	0
495	0
496	0
497	0
498	0
499	0
501	0
502	0
505	0
506	0
508	0
509	0
510	0
516	0
520	0
523	0
524	0
526	0
527	0
535	0
541	0
544	0
545	0
547	0
548	0
549	0
550	0
555	0
556	0
559	0
560	0
563	0
565	0
566	0
567	0
568	0
569	0
570	0
572	0
573	0
576	0
577	0
578	0
580	0
586	0
590	0
601	0
604	0
605	0
608	0
614	0
615	0
616	0
617	0
619	0
620	0
622	0
623	0
628	0
631	0
632	0
633	0
634	0
637	0
645	0
647	0
651	0
653	0
657	0
663	0
664	0
669	0
671	0
672	0
673	0
681	0
683	0
700	0
708	0
709	0
714	0
715	0
718	0
730	0
0	1
1	1
4	1
5	1
6	1
7	1
10	1
11	1
12	1
13	1
14	1
15	1
18	1
19	1
24	1
25	1
30	1
31	1
32	1
33	1
36	1
37	1
38	1
43	1
44	1
47	1
48	1
49	1
50	1
51	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
59	1
66	1
69	1
70	1
75	1
78	1
79	1
80	1
81	1
82	1
83	1
84	1
87	1
88	1
91	1
92	1
93	1
94	1
97	1
98	1
99	1
100	1
101	1
102	1
103	1
104	1
109	1
110	1
111	1
112	1
113	1
114	1
117	1
120	1
121	1
122	1
123	1
128	1
131	1
132	1
133	1
134	1
137	1
138	1
139	1
142	1
143	1
144	1
147	1
148	1
151	1
152	1
153	1
154	1
156	1
157	1
158	1
160	1
161	1
162	1
163	1
164	1
166	1
167	1
168	1
169	1
173	1
174	1
178	1
179	1
181	1
182	1
186	1
187	1
193	1
194	1
197	1
204	1
215	1
